"","source","year","BottomT.mean","BottomT.sd","BottomT.median","BottomT.min","BottomT.max","epu","season","BottomT.mean.ref","BottomT.mean.anomaly"
"37","ROMS","1964",5.89182547559638,1.50498937864897,6.10037994384766,0.371140003204346,10.1302995681763,"SS","spring",6.66155320703133,-0.769727731434949
"38","ROMS","1965",5.5638031844265,1.81314493497762,6.01297998428345,-0.440569996833801,9.86157035827637,"SS","spring",6.66155320703133,-1.09775002260483
"39","ROMS","1966",6.13027050358949,1.35934639851686,6.39457988739014,1.15497004985809,9.16162967681885,"SS","spring",6.66155320703133,-0.531282703441846
"40","ROMS","1967",5.8214147512876,1.57162490266116,6.21255016326904,1.34967005252838,9.46753978729248,"SS","spring",6.66155320703133,-0.840138455743729
"41","ROMS","1968",6.21994027378302,1.46655487620605,6.47183990478516,0.720790028572083,9.40227031707764,"SS","spring",6.66155320703133,-0.441612933248315
"42","ROMS","1969",6.33720339069236,1.33195071184622,6.46096992492676,0.845579981803894,10.4697198867798,"SS","spring",6.66155320703133,-0.324349816338968
"43","ROMS","1970",6.5192112726303,1.43203980232758,6.63332986831665,1.40748000144958,11.1253204345703,"SS","spring",6.66155320703133,-0.142341934401035
"44","ROMS","1971",6.1743834174773,1.32281697706728,6.42203998565674,1.46792995929718,9.69330978393555,"SS","spring",6.66155320703133,-0.48716978955403
"45","ROMS","1972",6.64520289242056,1.70544294812668,6.90466022491455,1.50765001773834,10.7263698577881,"SS","spring",6.66155320703133,-0.0163503146107722
"46","ROMS","1973",6.28913085338597,1.46632668780231,6.5592098236084,1.51136994361877,9.90929985046387,"SS","spring",6.66155320703133,-0.372422353645362
"47","ROMS","1974",7.31254172951797,1.45450415973868,7.55536985397339,2.00722002983093,11.3580198287964,"SS","spring",6.66155320703133,0.650988522486641
"48","ROMS","1975",7.22382327267159,1.66420029998294,7.49871015548706,1.75794005393982,11.1620197296143,"SS","spring",6.66155320703133,0.562270065640254
"49","ROMS","1976",7.63017672730169,1.31574700672278,7.87522983551025,2.62858009338379,12.2621402740479,"SS","spring",6.66155320703133,0.968623520270364
"50","ROMS","1977",6.73478638995491,1.52145718581106,6.86626005172729,2.02175998687744,11.5844697952271,"SS","spring",6.66155320703133,0.0732331829235831
"51","ROMS","1978",6.18369622851676,1.41098266501755,6.39235019683838,0.406269997358322,10.8721303939819,"SS","spring",6.66155320703133,-0.477856978514571
"52","ROMS","1979",5.93499690647264,1.61209956279148,6.32286977767944,0.831950008869171,10.5671901702881,"SS","spring",6.66155320703133,-0.726556300558695
"53","ROMS","1980",6.4804002612915,1.63756867421753,6.52005004882812,1.39266002178192,12.7002696990967,"SS","spring",6.66155320703133,-0.181152945739827
"54","ROMS","1981",6.78624395705761,1.29921156808949,6.79441976547241,2.33528995513916,11.4170503616333,"SS","spring",6.66155320703133,0.124690750026283
"55","ROMS","1982",6.25241137854896,1.287026646868,6.43235015869141,0.759270012378693,9.87652015686035,"SS","spring",6.66155320703133,-0.409141828482376
"56","ROMS","1983",6.21370478943451,1.14819390897294,6.34192991256714,1.68807005882263,11.338020324707,"SS","spring",6.66155320703133,-0.447848417596824
"57","ROMS","1984",6.48154406153815,1.80434714479423,6.86331987380981,1.1852400302887,11.9633302688599,"SS","spring",6.66155320703133,-0.180009145493178
"58","ROMS","1985",7.09771190116167,1.57799598793881,7.18360996246338,1.65020000934601,12.075119972229,"SS","spring",6.66155320703133,0.436158694130339
"59","ROMS","1986",7.21204780884291,1.58497796901335,7.49710988998413,1.84446001052856,12.8106203079224,"SS","spring",6.66155320703133,0.550494601811583
"60","ROMS","1987",6.0125856765109,2.24998675509859,6.64512014389038,-0.238890007138252,12.4788999557495,"SS","spring",6.66155320703133,-0.648967530520429
"61","ROMS","1988",6.82630738507907,1.62837140546093,7.13341999053955,1.74379003047943,11.4493703842163,"SS","spring",6.66155320703133,0.164754178047739
"62","ROMS","1989",6.47954262913272,1.58682062837426,6.79514980316162,1.68986999988556,11.6337699890137,"SS","spring",6.66155320703133,-0.182010577898614
"63","ROMS","1990",6.81777880061004,1.48020033837208,7.00990009307861,1.96337997913361,11.6909303665161,"SS","spring",6.66155320703133,0.156225593578706
"64","ROMS","1991",7.27962322748838,1.41423361055243,7.45896005630493,2.13895010948181,12.594539642334,"SS","spring",6.66155320703133,0.618070020457045
"65","ROMS","1992",5.97852556302577,1.78505319821655,6.12763023376465,0.850759983062744,11.4846801757812,"SS","spring",6.66155320703133,-0.683027644005558
